datetime,open,high,low,close,volume
2017-08-17 09:00:00,315.0,320.0,307.55,308.15,2239.65658171
2017-08-17 10:00:00,308.15,308.15,305.03,306.0,416.50122041
2017-08-17 11:00:00,306.0,306.25,300.63,300.63,1055.71165205
2017-08-17 12:00:00,300.63,304.29,298.99,304.12,1561.01381847
2017-08-17 13:00:00,303.99,303.99,300.11,300.5,509.67970733
2017-08-17 14:00:00,300.67,302.76,298.3,298.84,310.61591341
2017-08-17 15:00:00,300.71,301.5,297.3,300.45,371.96313907
2017-08-17 16:00:00,300.45,303.3,299.4,303.3,363.62247686
2017-08-17 17:00:00,303.5,304.51,301.0,301.0,195.63044707
2017-08-17 18:00:00,302.0,304.46,300.53,301.81,576.95605925
2017-08-17 19:00:00,301.41,303.75,299.99,301.05,119.70498916
2017-08-17 20:00:00,300.0,301.27,295.77,295.8,166.04528971
2017-08-17 21:00:00,295.77,299.42,295.0,299.42,120.34304898
2017-08-17 22:00:00,298.72,304.69,296.73,304.69,347.30580653
2017-08-17 23:00:00,304.68,306.9,299.85,299.9,680.87204409
2017-08-18 00:00:00,299.9,303.13,299.5,303.12,197.75724241
2017-08-18 01:00:00,301.76,305.1,301.66,304.35,91.52655915
2017-08-18 02:00:00,304.23,305.07,303.4,303.4,16.33090836
2017-08-18 03:00:00,304.15,307.5,302.91,305.71,167.25365496
2017-08-18 04:00:00,305.71,306.94,303.23,304.0,176.13376209
2017-08-18 05:00:00,304.23,305.0,302.49,304.0,89.18313517
2017-08-18 06:00:00,304.97,307.49,304.91,305.84,260.01179984
2017-08-18 07:00:00,305.11,307.5,305.02,305.21,233.91050853
2017-08-18 08:00:00,305.99,306.21,304.15,304.87,250.62280671
2017-08-18 09:00:00,305.15,307.31,300.51,302.04,932.25870719
2017-08-18 10:00:00,301.99,301.99,297.22,299.92,653.74070649
2017-08-18 11:00:00,299.61,300.86,297.5,298.5,599.08402619
2017-08-18 12:00:00,298.42,299.75,297.16,298.01,672.87908418
2017-08-18 13:00:00,299.11,299.69,294.0,295.7,505.45589679
2017-08-18 14:00:00,297.12,297.91,291.0,291.86,476.76933093
2017-08-18 15:00:00,291.86,295.49,288.59,295.49,668.50371456
2017-08-18 16:00:00,294.14,294.14,289.38,292.68,299.04381324
2017-08-18 17:00:00,291.27,292.66,285.9,287.8,495.77255153
2017-08-18 18:00:00,288.01,296.14,286.3,295.11,584.40701014
2017-08-18 19:00:00,294.99,295.47,290.41,293.1,170.5443243
2017-08-18 20:00:00,293.11,297.5,293.11,296.27,266.1637421
2017-08-18 21:00:00,297.15,297.5,295.48,295.48,311.09772707
2017-08-18 22:00:00,296.56,298.29,296.56,298.13,402.11991471
2017-08-18 23:00:00,297.99,297.99,292.09,294.09,223.89363196
2017-08-19 00:00:00,294.09,296.45,294.09,294.35,333.31615607
2017-08-19 01:00:00,295.05,295.6,292.21,293.95,296.11272902
2017-08-19 02:00:00,292.93,293.05,289.0,289.0,356.22601505
2017-08-19 03:00:00,289.58,290.39,286.9,290.15,123.25122036
2017-08-19 04:00:00,290.27,291.44,286.7,287.0,405.40634027
2017-08-19 05:00:00,287.01,292.19,286.9,289.41,406.5141563
2017-08-19 06:00:00,290.09,291.27,285.0,286.5,494.77600658
2017-08-19 07:00:00,286.14,286.43,280.5,281.48,420.96058164
2017-08-19 08:00:00,281.47,292.21,280.46,292.16,432.9670577
2017-08-19 09:00:00,288.72,291.9,286.32,287.16,343.56440523
2017-08-19 10:00:00,287.14,290.15,282.25,282.25,288.28232283
2017-08-19 11:00:00,282.26,284.1,280.0,284.0,778.48964654
2017-08-19 12:00:00,285.0,286.1,281.0,284.0,125.80461709
2017-08-19 13:00:00,285.56,289.7,285.0,289.7,296.90677633
2017-08-19 14:00:00,289.7,291.9,289.7,290.25,60.67882565
2017-08-19 15:00:00,291.04,291.96,288.59,288.59,224.13561006
2017-08-19 16:00:00,289.27,290.59,287.96,290.59,45.57218991
2017-08-19 17:00:00,290.59,292.09,287.78,287.78,219.22667267
2017-08-19 18:00:00,289.99,292.1,289.65,291.06,66.31601896
2017-08-19 19:00:00,290.19,291.66,289.0,289.01,65.99026528
2017-08-19 20:00:00,289.0,290.15,286.0,286.0,51.00132156
2017-08-19 21:00:00,285.9,287.36,284.7,285.5,44.48027617
2017-08-19 22:00:00,285.5,290.4,285.5,287.85,431.07235551
2017-08-19 23:00:00,287.71,289.53,286.5,289.45,97.52702605
2017-08-20 00:00:00,289.45,289.56,287.51,287.51,86.02308531
2017-08-20 01:00:00,289.18,289.72,287.5,288.69,62.84302144
2017-08-20 02:00:00,288.46,290.69,288.46,290.69,173.23789757
2017-08-20 03:00:00,290.38,293.0,290.38,292.41,70.00271902
2017-08-20 04:00:00,291.89,292.21,290.66,292.03,139.21446044
2017-08-20 05:00:00,292.0,292.75,290.84,292.14,41.72266291
2017-08-20 06:00:00,292.93,294.18,290.68,292.29,269.71367395
2017-08-20 07:00:00,292.1,292.2,286.2,291.16,205.45265779
2017-08-20 08:00:00,291.18,292.89,289.17,292.69,47.43546443
2017-08-20 09:00:00,290.82,292.03,287.31,289.28,182.80540942
2017-08-20 10:00:00,289.05,291.42,288.0,290.0,60.05500265
2017-08-20 11:00:00,290.0,290.56,288.21,290.56,51.37603492
2017-08-20 12:00:00,290.0,291.43,287.85,290.77,158.38068955
2017-08-20 13:00:00,291.25,293.1,291.25,293.1,80.39016983
2017-08-20 14:00:00,293.1,293.1,291.62,291.78,35.41298382
2017-08-20 15:00:00,292.18,294.0,290.91,293.4,166.51654977
2017-08-20 16:00:00,293.35,293.35,290.29,291.63,98.93549116
2017-08-20 17:00:00,291.75,295.0,290.0,293.9,708.66580157
2017-08-20 18:00:00,293.44,294.07,292.33,294.06,34.32356569
2017-08-20 19:00:00,294.05,298.6,292.3,298.4,259.67644636
2017-08-20 20:00:00,297.26,298.39,294.65,296.75,122.15638529
2017-08-20 21:00:00,296.75,297.24,292.71,295.02,92.77042798
2017-08-20 22:00:00,294.68,296.4,293.78,296.09,18.78191568
2017-08-20 23:00:00,296.0,298.1,294.03,298.1,61.34438205
2017-08-21 00:00:00,297.6,300.5,297.36,300.5,420.752709
2017-08-21 01:00:00,300.5,314.4,300.49,314.4,1179.31917163
2017-08-21 02:00:00,313.51,329.91,312.55,320.5,1614.15700896
2017-08-21 03:00:00,317.03,328.27,315.0,325.08,2688.57422814
2017-08-21 04:00:00,325.0,325.39,316.12,318.88,537.65962708
2017-08-21 05:00:00,319.75,322.78,316.9,317.0,429.36844519
2017-08-21 06:00:00,319.46,323.2,318.73,321.02,613.96343312
2017-08-21 07:00:00,321.78,332.97,321.78,330.02,992.65305604
2017-08-21 08:00:00,330.02,331.48,320.01,330.73,594.94520159
2017-08-21 09:00:00,331.38,353.0,328.57,344.0,1374.70221823
2017-08-21 10:00:00,344.0,345.37,318.6,333.0,6592.46868828
2017-08-21 11:00:00,333.02,337.7,327.8,333.0,499.40009544
2017-08-21 12:00:00,331.7,338.1,331.7,337.85,391.53960059
2017-08-21 13:00:00,337.91,341.49,319.02,327.5,2778.98129962
2017-08-21 14:00:00,327.62,335.3,324.8,325.6,865.65028969
2017-08-21 15:00:00,329.66,331.7,327.01,330.35,435.23154149
2017-08-21 16:00:00,330.12,331.08,320.5,322.13,680.75499583
2017-08-21 17:00:00,322.12,326.4,320.0,320.7,424.40159254
2017-08-21 18:00:00,323.92,326.2,317.33,317.36,623.46559357
2017-08-21 19:00:00,317.38,323.0,315.0,319.31,721.44788354
2017-08-21 20:00:00,319.37,328.8,315.3,323.73,703.85891289
2017-08-21 21:00:00,325.0,326.0,315.0,315.0,432.51500949
2017-08-21 22:00:00,315.01,317.97,314.8,315.88,631.42213292
2017-08-21 23:00:00,316.7,318.0,307.72,307.72,339.9458073
2017-08-22 00:00:00,309.0,309.82,293.64,293.83,1272.56621104
2017-08-22 01:00:00,296.18,306.17,291.86,306.17,2315.33539113
2017-08-22 02:00:00,305.56,312.1,300.5,304.5,876.83538244
2017-08-22 03:00:00,300.58,304.39,294.2,301.32,654.23022623
2017-08-22 04:00:00,301.0,302.9,296.8,301.08,377.23930635
2017-08-22 05:00:00,300.9,310.84,298.19,310.06,533.51560636
2017-08-22 06:00:00,310.06,311.07,305.98,309.84,166.4823435
2017-08-22 07:00:00,309.22,311.07,309.18,311.05,289.19495954
2017-08-22 08:00:00,310.26,311.06,304.92,310.51,349.83600032
2017-08-22 09:00:00,310.31,313.0,307.2,308.71,950.22556184
2017-08-22 10:00:00,308.26,309.24,305.0,306.67,280.00695428
2017-08-22 11:00:00,307.0,310.78,307.0,309.04,470.09971124
2017-08-22 12:00:00,309.04,321.99,308.1,316.68,1379.522888
2017-08-22 13:00:00,315.38,323.0,312.11,316.61,981.27485191
2017-08-22 14:00:00,315.4,317.85,312.45,315.49,538.65518606
2017-08-22 15:00:00,315.93,320.5,310.0,310.0,762.58154017
2017-08-22 16:00:00,310.0,320.96,307.44,313.33,1284.35511644
2017-08-22 17:00:00,314.15,315.39,310.1,313.28,552.86949346
2017-08-22 18:00:00,313.29,318.08,310.45,315.92,287.48633583
2017-08-22 19:00:00,315.55,315.66,312.0,312.22,721.9103635
2017-08-22 20:00:00,313.43,314.93,312.0,314.02,179.13236949
2017-08-22 21:00:00,313.83,315.0,311.34,315.0,206.82649992
